image,id,Color,Palette,DoF,Composition,Type,annotator,annotation_id,created_at,updated_at,lead_time
/data/upload/1/d455e555-photo-1626079344327-90322b765cf6.jpg,987,Colorful,"{""choices"": [""Brown"", ""Gray""]}",Shallow (less in focus),Rule of Thirds,Wildlife,1,904,2022-01-16T16:15:07.241350Z,2022-01-16T16:15:07.241375Z,53.071
/data/upload/1/f9540595-photo-1626064561968-70f70d152175.jpg,986,Colorful,White,Deep (more in focus),Filling the Frame,Street,1,589,2022-01-13T11:10:07.093710Z,2022-01-13T11:10:07.093773Z,36.398
/data/upload/1/93137c22-photo-1626053303246-1e304f22db5d.jpg,985,Colorful,"{""choices"": [""Blue"", ""Other""]}",Shallow (less in focus),Undefined,Architectural,1,258,2021-12-28T16:58:31.229850Z,2021-12-28T16:58:31.229873Z,46.662
/data/upload/1/21554770-photo-1626028692628-fbfb12d01328.jpg,984,Colorful,"{""choices"": [""Blue"", ""Green""]}",Deep (more in focus),Undefined,Landscape,1,480,2022-01-12T14:36:41.151400Z,2022-01-12T14:36:41.151424Z,2838.407
/data/upload/1/9bda7310-photo-1625987554268-f8fd779931d7.jpg,983,Colorful,"{""choices"": [""Green"", ""Orange"", ""Yellow""]}",Shallow (less in focus),Centered,Flora,1,450,2022-01-11T17:58:37.626092Z,2022-01-11T17:58:37.626155Z,221.488
/data/upload/1/43506f4c-photo-1625825921977-891c0af617e4.jpg,982,Colorful,"{""choices"": [""Green"", ""Pink""]}",Shallow (less in focus),Centered,Flora,1,503,2022-01-12T20:56:49.210750Z,2022-01-12T20:56:49.210773Z,28.135
/data/upload/1/0b9731d4-photo-1625812741678-f9bf5f98560d.jpg,981,Colorful,"{""choices"": [""Gray"", ""White"", ""Yellow""]}",Shallow (less in focus),Undefined,Pet,1,422,2022-01-10T21:19:19.022564Z,2022-01-10T21:19:19.022588Z,21920.584
/data/upload/1/a581552e-photo-1625788427697-60bed1a928d7.jpg,980,Colorful,Gray,Deep (more in focus),Centered,Other,1,256,2021-12-28T16:57:27.327721Z,2021-12-28T16:57:27.327741Z,35.162
/data/upload/1/0732e082-photo-1625718599630-592f172477cd.jpg,979,Colorful,"{""choices"": [""Brown"", ""Green""]}",Deep (more in focus),Undefined,Flora,1,437,2022-01-11T08:57:27.163890Z,2022-01-11T08:57:27.163939Z,40111.349
/data/upload/1/90b5ae6c-photo-1625702224463-2d6674b0c000.jpg,978,Colorful,Green,Deep (more in focus),"{""choices"": [""Centered"", ""Frame within Frame""]}",Other,1,464,2022-01-12T12:55:52.644829Z,2022-01-12T12:55:52.644853Z,64934.458
/data/upload/1/8cd499fe-photo-1625696220704-2bafe388f537.jpg,977,Colorful,"{""choices"": [""Black"", ""Gray"", ""White""]}",Shallow (less in focus),Centered,Food,1,528,2022-01-13T09:04:44.470250Z,2022-01-13T09:04:44.470270Z,50.33
/data/upload/1/90df6d79-photo-1625650959446-83912a6044da.jpg,976,Colorful,"{""choices"": [""Gray"", ""Green""]}",Deep (more in focus),Rule of Thirds,Landscape,1,941,2022-01-16T16:59:17.243996Z,2022-01-16T16:59:17.244019Z,20.712
/data/upload/1/2ae5196b-photo-1625517049218-c1c3482be22e.jpg,975,Colorful,"{""choices"": [""Blue"", ""Green""]}",Deep (more in focus),Undefined,Landscape,1,726,2022-01-15T17:43:15.103646Z,2022-01-15T17:43:15.103708Z,19.99
/data/upload/1/b03364dc-photo-1625468019255-9d94525d0c3d.jpg,974,Colorful,Gray,Shallow (less in focus),Undefined,Cityscape,1,706,2022-01-15T17:11:27.056092Z,2022-01-15T17:11:27.056115Z,45.1
/data/upload/1/04235bb2-photo-1625232945708-a369e933ae67.jpg,973,Black and White,"{""choices"": [""Black"", ""White""]}",Shallow (less in focus),Undefined,Flora,1,405,2022-01-10T14:39:11.468264Z,2022-01-10T14:39:11.468288Z,27.825
/data/upload/1/0a3e5993-photo-1625217727908-52bd32843c30.jpg,972,Colorful,"{""choices"": [""Gray"", ""Orange""]}",Deep (more in focus),Leading Lines,Street,1,908,2022-01-16T16:19:39.414788Z,2022-01-16T16:19:39.414810Z,54.64
/data/upload/1/bc3284af-photo-1625205713804-af909edba104.jpg,971,Colorful,Blue,Deep (more in focus),Undefined,Other,1,565,2022-01-13T10:19:32.089002Z,2022-01-13T10:19:32.089025Z,61.794
/data/upload/1/3bb9dc23-photo-1625132209654-d9265ac68283.jpg,970,Colorful,"{""choices"": [""Blue"", ""Brown"", ""Gray"", ""Green""]}",Shallow (less in focus),Centered,Landscape,1,739,2022-01-15T17:57:57.440067Z,2022-01-15T17:57:57.440087Z,32.562
/data/upload/1/1e65e1aa-photo-1625128599791-4f8f13bb6a76.jpg,969,Colorful,"{""choices"": [""Green"", ""Yellow""]}",Shallow (less in focus),Centered,Flora,1,833,2022-01-16T12:02:44.112634Z,2022-01-16T12:02:44.112699Z,25.777
/data/upload/1/c5a94338-photo-1625064606956-7b9eb3059373.jpg,968,Colorful,Gray,Deep (more in focus),Centered,"{""choices"": [""Fashion"", ""Portrait""]}",1,796,2022-01-15T23:38:47.560947Z,2022-01-15T23:38:47.560970Z,33.37
/data/upload/1/d0cb7cc2-photo-1625037109807-e2e11e386cfc.jpg,967,Colorful,"{""choices"": [""Brown"", ""Gray""]}",Deep (more in focus),Centered,Wildlife,1,971,2022-01-16T17:19:18.172864Z,2022-01-16T17:19:18.172914Z,40.529
/data/upload/1/a42de625-photo-1624988367924-dccd2924e668.jpg,966,Colorful,"{""choices"": [""Blue"", ""White""]}",Deep (more in focus),Undefined,Street,1,967,2022-01-16T17:17:11.440438Z,2022-01-16T17:17:11.440501Z,33.067
/data/upload/1/40d016d0-photo-1624973913532-43411f2ba245.jpg,965,Colorful,"{""choices"": [""Black"", ""Gray"", ""White""]}",Deep (more in focus),"{""choices"": [""Leading Lines"", ""Rule of Thirds""]}",Documentary,1,672,2022-01-15T13:54:59.384793Z,2022-01-15T13:54:59.384817Z,112.995
/data/upload/1/c2bc7588-photo-1624973138110-21af7bdc0cb9.jpg,964,Colorful,Gray,Shallow (less in focus),Undefined,Other,1,319,2022-01-03T09:20:34.076879Z,2022-01-03T09:20:34.076926Z,55.966
/data/upload/1/620e27b4-photo-1624902525150-cbb93356b93f.jpg,963,Colorful,"{""choices"": [""Blue"", ""Brown"", ""White""]}",Deep (more in focus),Centered,Architectural,1,911,2022-01-16T16:26:52.554381Z,2022-01-16T16:26:52.554404Z,52.41
/data/upload/1/1698f477-photo-1624881254177-60066bed0802.jpg,962,Colorful,Yellow,Shallow (less in focus),Centered,Landscape,1,445,2022-01-11T11:34:29.568259Z,2022-01-11T11:34:29.568284Z,45.992
/data/upload/1/7809dc69-photo-1624828002048-2681f0e67aed.jpg,961,Colorful,"{""choices"": [""Black"", ""Blue"", ""Brown""]}",Shallow (less in focus),Centered,Wildlife,1,890,2022-01-16T15:46:55.415318Z,2022-01-16T15:46:55.415344Z,147.607
/data/upload/1/63355f7d-photo-1624754542749-b9583dfa9902.jpg,960,Colorful,Blue,Deep (more in focus),"{""choices"": [""Centered"", ""Diagonals and Triangles""]}",Other,1,618,2022-01-13T12:41:58.256659Z,2022-01-13T12:41:58.256683Z,1582.83
/data/upload/1/f1580cf0-photo-1624709420316-243034ec9d18.jpg,959,Colorful,"{""choices"": [""Blue"", ""Red""]}",Deep (more in focus),Undefined,Other,1,262,2022-01-02T14:26:35.555164Z,2022-01-02T14:26:35.555184Z,115.325
/data/upload/1/f3606280-photo-1624655879806-3a3f4088e47c.jpg,958,Colorful,Violet,Shallow (less in focus),Filling the Frame,Flora,1,754,2022-01-15T18:18:48.424515Z,2022-01-15T18:18:48.424538Z,16.651
/data/upload/1/cd219114-photo-1624639247685-cefbc30e1a4d.jpg,957,Colorful,"{""choices"": [""Blue"", ""Brown"", ""Gray""]}",Deep (more in focus),Centered,Architectural,1,997,2022-01-16T17:37:03.487747Z,2022-01-16T17:37:03.487771Z,51.435
/data/upload/1/d6c85ef1-photo-1624562838521-1e4d1894dacf.jpg,956,Colorful,"{""choices"": [""Gray"", ""Red"", ""White""]}",Shallow (less in focus),Centered,Commercial,1,333,2022-01-03T10:56:50.936765Z,2022-01-03T10:56:50.936792Z,31.122
/data/upload/1/a2ef9c55-photo-1624549735725-198faa9c279f.jpg,955,Colorful,"{""choices"": [""Green"", ""White"", ""Yellow""]}",Shallow (less in focus),Rule of Thirds,Flora,1,963,2022-01-16T17:13:30.823149Z,2022-01-16T17:13:30.823173Z,21.048
/data/upload/1/28b6bd90-photo-1624445854022-5cc0b279155e.jpg,954,Colorful,"{""choices"": [""Gray"", ""Green""]}",Shallow (less in focus),Rule of Thirds,Other,1,411,2022-01-10T14:43:05.750607Z,2022-01-10T14:43:05.750629Z,19.987
/data/upload/1/5121eb29-photo-1624440307633-dbbf10f343a6.jpg,953,Colorful,"{""choices"": [""White"", ""Yellow""]}",Shallow (less in focus),Filling the Frame,Flora,1,893,2022-01-16T15:58:34.288032Z,2022-01-16T15:58:34.288055Z,322.13
/data/upload/1/091f3bc3-photo-1624392973002-26044f24eb16.jpg,952,Colorful,"{""choices"": [""Gray"", ""Red""]}",Shallow (less in focus),Undefined,Architectural,1,858,2022-01-16T12:24:49.348096Z,2022-01-16T12:24:49.348118Z,70.55
/data/upload/1/1f9f3f50-photo-1624181776503-f17831a2c126.jpg,951,Colorful,White,Shallow (less in focus),"{""choices"": [""Centered"", ""Frame within Frame""]}",Documentary,1,311,2022-01-03T09:07:32.746525Z,2022-01-03T09:07:32.746551Z,128.389
/data/upload/1/61a923ed-photo-1624132797300-66cb360bb4a5.jpg,950,Colorful,"{""choices"": [""Brown"", ""Green""]}",Shallow (less in focus),Undefined,Landscape,1,870,2022-01-16T15:14:14.834156Z,2022-01-16T15:14:14.834180Z,14.798
/data/upload/1/65ca3ab7-photo-1624076767882-eb35a5f1c27a.jpg,949,Colorful,"{""choices"": [""Black"", ""Green"", ""Red"", ""White"", ""Yellow""]}",Shallow (less in focus),Undefined,Landscape,1,388,2022-01-10T14:18:31.085464Z,2022-01-10T14:18:31.085487Z,300.296
/data/upload/1/5e9f4e1e-photo-1624060165937-865a5603bbc6.jpg,948,Colorful,"{""choices"": [""Brown"", ""Green""]}",Shallow (less in focus),"{""choices"": [""Rule of Thirds"", ""Undefined""]}",Flora,1,378,2022-01-10T14:06:49.804432Z,2022-01-10T14:06:49.804456Z,9180.192
/data/upload/1/8a9fd343-photo-1624028655920-85ad703a393c.jpg,947,Colorful,"{""choices"": [""Blue"", ""White""]}",Shallow (less in focus),Centered,Other,1,725,2022-01-15T17:42:54.297561Z,2022-01-15T17:42:54.297586Z,60.41
/data/upload/1/e06fdd06-photo-1624002023246-1e62fd60b30b.jpg,946,Colorful,"{""choices"": [""Green"", ""Red""]}",Deep (more in focus),Filling the Frame,Architectural,1,935,2022-01-16T16:55:25.832169Z,2022-01-16T16:55:25.832191Z,28.927
/data/upload/1/958c324f-photo-1623992078797-fe5d245138d7.jpg,945,Colorful,"{""choices"": [""Brown"", ""Gray""]}",Shallow (less in focus),Centered,Portrait,1,602,2022-01-13T11:30:38.624868Z,2022-01-13T11:30:38.624930Z,138.903
/data/upload/1/0dd5b6a0-photo-1623991524367-e2e69d0175c0.jpg,944,Colorful,"{""choices"": [""Brown"", ""Green"", ""White""]}",Deep (more in focus),Undefined,Landscape,1,232,2021-12-26T19:50:13.266808Z,2021-12-26T19:50:13.266830Z,98.381
/data/upload/1/a716c5b5-photo-1623934008530-d25964262235.jpg,943,Colorful,"{""choices"": [""Black"", ""Violet""]}",Shallow (less in focus),Rule of Thirds,"{""choices"": [""Event"", ""Portrait""]}",1,686,2022-01-15T16:46:10.209146Z,2022-01-15T16:46:10.209170Z,47.658
/data/upload/1/80c00286-photo-1623905132833-df2e3e24d4e4.jpg,942,Colorful,Other,Shallow (less in focus),Rule of Thirds,Portrait,1,580,2022-01-13T10:44:47.097057Z,2022-01-13T10:44:47.097082Z,33.464
/data/upload/1/b02ae937-photo-1623838260614-fe6415d0bb20.jpg,941,Colorful,White,Deep (more in focus),Undefined,Event,1,434,2022-01-10T21:47:50.276183Z,2022-01-10T21:47:50.276206Z,52.88
/data/upload/1/6fff11ce-photo-1623664210735-a293128b9b29.jpg,940,Colorful,Green,Shallow (less in focus),Undefined,Landscape,1,696,2022-01-15T16:59:45.547896Z,2022-01-15T16:59:45.547959Z,30.031
/data/upload/1/6bd67dbc-photo-1623613466605-30d99c7f1272.jpg,939,Colorful,White,Deep (more in focus),Centered,Flora,1,765,2022-01-15T18:35:18.151127Z,2022-01-15T18:35:18.151148Z,219.567
/data/upload/1/204dd1e7-photo-1623472719086-f0d051f78c50.jpg,938,Colorful,"{""choices"": [""Blue"", ""Gray"", ""Green"", ""Red"", ""White""]}",Shallow (less in focus),Rule of Thirds,Street,1,469,2022-01-12T13:41:13.277281Z,2022-01-12T13:41:13.277328Z,124.072
/data/upload/1/af8d822f-photo-1623325916795-9df0ffa6908d.jpg,937,Colorful,"{""choices"": [""Brown"", ""Human Skin""]}",Shallow (less in focus),Centered,Commercial,1,835,2022-01-16T12:04:25.196484Z,2022-01-16T12:04:25.196507Z,27.182
/data/upload/1/54cde2f0-photo-1622963955588-726e40e9711a.jpg,936,Colorful,"{""choices"": [""Orange"", ""Red"", ""Yellow""]}",Shallow (less in focus),Centered,Cityscape,1,697,2022-01-15T17:00:11.115887Z,2022-01-15T17:00:11.115911Z,24.679
/data/upload/1/b7b822a1-photo-1622916542207-68bc6f3149e4.jpg,935,Colorful,"{""choices"": [""Blue"", ""Brown""]}",Shallow (less in focus),Undefined,Other,1,295,2022-01-02T15:41:11.783108Z,2022-01-02T15:41:11.783130Z,2183.139
/data/upload/1/20e0f197-photo-1622809377383-3213a88f48f2.jpg,934,Colorful,"{""choices"": [""Brown"", ""Gray""]}",Shallow (less in focus),Centered,Other,1,435,2022-01-10T21:48:13.416384Z,2022-01-10T21:48:13.416410Z,22.325
/data/upload/1/ac4dcb60-photo-1622795350373-3bb839db6f7b.jpg,933,Colorful,Blue,Deep (more in focus),Symmetrical,Landscape,1,608,2022-01-13T11:58:00.610748Z,2022-01-13T11:58:00.610771Z,19.739
/data/upload/1/595d741d-photo-1622791963847-dfca1ce24909.jpg,932,Colorful,"{""choices"": [""Blue"", ""Brown"", ""White""]}",Deep (more in focus),Rule of Thirds,Landscape,1,748,2022-01-15T18:11:45.711830Z,2022-01-15T18:11:45.711851Z,89.591
/data/upload/1/1f38cef7-photo-1622761098113-18ba28a22f1c.jpg,931,Colorful,"{""choices"": [""Gray"", ""White""]}",Deep (more in focus),Centered,Other,1,1013,2022-01-16T17:48:52.133474Z,2022-01-16T17:48:52.133495Z,27.285
/data/upload/1/42ed3a2e-photo-1622738370446-c3091000fcdc.jpg,930,Colorful,"{""choices"": [""Brown"", ""White""]}",Deep (more in focus),Centered,Other,1,840,2022-01-16T12:09:00.389941Z,2022-01-16T12:09:00.389981Z,91.003
/data/upload/1/c7185bd2-photo-1622720757958-82d20a50281f.jpg,929,Colorful,Brown,Shallow (less in focus),Rule of Thirds,Food,1,784,2022-01-15T23:20:17.053227Z,2022-01-15T23:20:17.053251Z,17.979
/data/upload/1/b18cb184-photo-1622714748365-57fa2c7e91ea.jpg,928,Colorful,"{""choices"": [""Brown"", ""Other""]}",Deep (more in focus),Undefined,Landscape,1,677,2022-01-15T15:08:57.976595Z,2022-01-15T15:08:57.976621Z,3069.079
/data/upload/1/c5f0242a-photo-1622687039463-fc2d18286fc7.jpg,927,Colorful,"{""choices"": [""Green"", ""Yellow""]}",Shallow (less in focus),Centered,Flora,1,280,2022-01-02T14:44:28.765752Z,2022-01-02T14:44:28.765785Z,14.068
/data/upload/1/66e49078-photo-1622654700443-2d6ca0ba4254.jpg,926,Colorful,"{""choices"": [""Blue"", ""Brown"", ""Green"", ""White""]}",Deep (more in focus),Undefined,Landscape,1,691,2022-01-15T16:51:09.449279Z,2022-01-15T16:51:09.449301Z,35.641
/data/upload/1/99981bbc-photo-1622586114255-f67f42ea7c8f.jpg,925,Colorful,"{""choices"": [""Green"", ""Red""]}",Shallow (less in focus),Centered,Portrait,1,841,2022-01-16T12:09:36.667448Z,2022-01-16T12:09:36.667496Z,35.127
/data/upload/1/ca6f6594-photo-1622550735008-a73e6f7577bb.jpg,924,Colorful,White,Shallow (less in focus),Filling the Frame,Other,1,260,2022-01-02T14:23:12.708079Z,2022-01-02T14:23:12.708098Z,31.353
/data/upload/1/5a8976ce-photo-1622525326969-401431d2f3bb.jpg,923,Colorful,"{""choices"": [""Black"", ""Brown"", ""White""]}",Deep (more in focus),"{""choices"": [""Centered"", ""Symmetrical""]}",Other,1,1016,2022-01-16T17:52:15.197274Z,2022-01-16T17:52:15.197296Z,85.586
/data/upload/1/cf17bfe8-photo-1622485832123-d650f19192cc.jpg,922,Colorful,Brown,Shallow (less in focus),Centered,Macro,1,229,2021-12-26T19:45:29.874709Z,2021-12-26T19:45:29.874731Z,78.142
/data/upload/1/42cc1992-photo-1622482921094-379125708851.jpg,921,Black and White,"{""choices"": [""Black"", ""Gray"", ""White""]}",Shallow (less in focus),Diagonals and Triangles,Architectural,1,465,2022-01-12T12:57:41.181640Z,2022-01-12T12:57:41.181688Z,107.682
/data/upload/1/666073da-photo-1622434446349-ccd32b2d1ead.jpg,920,Colorful,"{""choices"": [""Brown"", ""Gray""]}",Shallow (less in focus),Undefined,Architectural,1,737,2022-01-15T17:56:40.377617Z,2022-01-15T17:56:40.377641Z,344.935
/data/upload/1/136f1089-photo-1622417152186-6b1ea59b3d08.jpg,919,Colorful,"{""choices"": [""Green"", ""Orange""]}",Shallow (less in focus),Centered,Flora,1,291,2022-01-02T14:59:05.085651Z,2022-01-02T14:59:05.085717Z,16.262
/data/upload/1/bb805578-photo-1622272542129-b076527e9c0c.jpg,918,Colorful,White,Deep (more in focus),Rule of Thirds,Other,1,550,2022-01-13T09:39:33.915891Z,2022-01-13T09:39:33.915955Z,35.08
/data/upload/1/113e41e6-photo-1622156082679-b69183c68b11.jpg,917,Colorful,"{""choices"": [""Gray"", ""Green"", ""White""]}",Deep (more in focus),Rule of Thirds,Architectural,1,875,2022-01-16T15:17:34.487141Z,2022-01-16T15:17:34.487164Z,62.204
/data/upload/1/e3981250-photo-1622093561182-da8e108cedb5.jpg,916,Colorful,Gray,Shallow (less in focus),Rule of Thirds,Street,1,857,2022-01-16T12:23:37.961505Z,2022-01-16T12:23:37.961556Z,30.376
/data/upload/1/bbb92cb5-photo-1621697999671-9db9c7bb46ce.jpg,915,Colorful,"{""choices"": [""Blue"", ""Gray""]}",Deep (more in focus),"{""choices"": [""Centered"", ""Symmetrical""]}",Architectural,1,362,2022-01-10T10:24:41.669925Z,2022-01-10T10:24:41.669949Z,64.991
/data/upload/1/925c2907-photo-1621329564823-1e0555fea622.jpg,914,Colorful,"{""choices"": [""Green"", ""Pink"", ""White""]}",Deep (more in focus),Centered,Flora,1,970,2022-01-16T17:18:36.697276Z,2022-01-16T17:18:36.697317Z,17.911
/data/upload/1/3688c671-photo-1621081414342-d1f9899e8382.jpg,913,Colorful,"{""choices"": [""Blue"", ""Green"", ""Yellow""]}",Shallow (less in focus),Rule of Thirds,Landscape,1,866,2022-01-16T15:10:10.182968Z,2022-01-16T15:10:10.182991Z,98.832
/data/upload/1/64451273-photo-1620819255169-ce6d4984517b.jpg,912,Colorful,"{""choices"": [""Brown"", ""Red""]}",Deep (more in focus),Centered,Food,1,736,2022-01-15T17:50:54.552593Z,2022-01-15T17:50:54.552617Z,55.425
/data/upload/1/4954a102-photo-1620659599195-8c431c26b40a.jpg,911,Colorful,"{""choices"": [""Black"", ""Blue""]}",Deep (more in focus),Rule of Thirds,Landscape,1,313,2022-01-03T09:12:57.475456Z,2022-01-03T09:12:57.475520Z,52.58
/data/upload/1/33c650bf-photo-1620461023907-55ab4e9b7c27.jpg,910,Colorful,Blue,Shallow (less in focus),Undefined,Portrait,1,305,2022-01-03T08:54:50.296301Z,2022-01-03T08:54:50.296321Z,29.594
/data/upload/1/70addbef-photo-1620436541394-2d57f73b49f1.jpg,909,Colorful,"{""choices"": [""Brown"", ""Green"", ""Red""]}",Shallow (less in focus),Rule of Thirds,Flora,1,551,2022-01-13T09:40:08.992187Z,2022-01-13T09:40:08.992210Z,34.217
/data/upload/1/7559b14f-photo-1620294086253-233df7db7a50.jpg,908,Black and White,"{""choices"": [""Black"", ""White""]}",Deep (more in focus),Undefined,Street,1,300,2022-01-02T16:35:24.581899Z,2022-01-02T16:35:24.581958Z,3074.639
/data/upload/1/132b6222-photo-1620279765075-91d8a7a1d007.jpg,907,Colorful,"{""choices"": [""Black"", ""Brown"", ""Gray""]}",Shallow (less in focus),Centered,Portrait,1,837,2022-01-16T12:06:13.472811Z,2022-01-16T12:06:13.472835Z,19.582
/data/upload/1/446089db-photo-1620271371383-bf222fb5c5fb.jpg,906,Colorful,Other,Deep (more in focus),Undefined,Other,1,223,2021-12-26T19:34:27.533063Z,2021-12-26T19:34:27.533086Z,64.156
/data/upload/1/4a2a3fc8-photo-1620227134259-29cf66c57a1d.jpg,905,Colorful,"{""choices"": [""Black"", ""Gray"", ""White""]}",Shallow (less in focus),Undefined,"{""choices"": [""Night"", ""Street""]}",1,741,2022-01-15T17:59:23.617858Z,2022-01-15T17:59:23.617882Z,58.455
/data/upload/1/2d3951dd-photo-1620138546344-7b2c38516edf.jpg,904,Colorful,"{""choices"": [""Black"", ""Orange"", ""White""]}",Shallow (less in focus),Centered,"{""choices"": [""Commercial"", ""Fashion""]}",1,946,2022-01-16T17:02:02.836169Z,2022-01-16T17:02:02.836192Z,29.346
